"Markettype","Trddt","Dnvaltrdtl"
"2","2016-01-07","60257013.000"
"4","2016-01-07","81775603856.400"
"16","2016-01-07","26100855624.330"
"1","2016-01-07","79590703714.000"
"8","2016-01-08","683343217.310"
"2","2016-01-08","244779638.000"
"4","2016-01-08","328048648669.460"
"16","2016-01-08","108801029303.940"
"1","2016-01-08","322577634390.000"
"8","2016-01-11","685830091.600"
"2","2016-01-11","253742132.000"
"4","2016-01-11","285197248981.190"
"16","2016-01-11","92052716185.440"
"1","2016-01-11","284714166285.000"
"8","2016-01-12","391309453.540"
"2","2016-01-12","141834290.000"
"4","2016-01-12","238814874730.650"
"16","2016-01-12","87467513392.210"
"1","2016-01-12","223204488549.000"
"8","2016-01-13","305662332.880"
"2","2016-01-13","149152298.000"
"4","2016-01-13","229412566785.020"
"16","2016-01-13","80888186130.300"
"1","2016-01-13","207397068600.000"
"8","2016-01-14","355719213.110"
"2","2016-01-14","159607387.000"
"4","2016-01-14","242131295631.800"
"16","2016-01-14","91805423329.190"
"1","2016-01-14","216966057610.000"
"8","2016-01-15","362228418.060"
"2","2016-01-15","141891870.000"
"4","2016-01-15","236681129779.240"
"16","2016-01-15","94756171030.130"
"1","2016-01-15","205672647769.000"
"8","2016-01-18","313208901.610"
"2","2016-01-18","106732804.000"
"4","2016-01-18","207462867316.170"
"16","2016-01-18","91208596571.800"
"1","2016-01-18","172919400547.000"
"8","2016-01-19","368717598.280"
"2","2016-01-19","149103084.000"
"4","2016-01-19","255769533592.130"
"16","2016-01-19","104522941046.500"
"1","2016-01-19","221696132439.000"
"8","2016-01-20","390473909.360"
"2","2016-01-20","139750753.000"
"4","2016-01-20","263027684241.410"
"16","2016-01-20","98105857833.220"
"1","2016-01-20","233645642562.000"
"8","2016-01-21","308656455.210"
"2","2016-01-21","142725538.000"
"4","2016-01-21","235748973117.950"
"16","2016-01-21","96569767330.220"
"1","2016-01-21","202697765331.000"
"8","2016-01-22","251139924.480"
"2","2016-01-22","107709622.000"
"4","2016-01-22","196785553902.520"
"16","2016-01-22","79385669008.990"
"1","2016-01-22","169355271734.000"
"8","2016-01-25","240703657.640"
"2","2016-01-25","93399601.000"
"4","2016-01-25","186714418817.380"
"16","2016-01-25","71962788875.000"
"1","2016-01-25","163410956597.000"
"8","2016-01-26","427898023.600"
"2","2016-01-26","133069139.000"
"4","2016-01-26","228335241357.520"
"16","2016-01-26","81772245921.890"
"1","2016-01-26","211735589692.000"
"8","2016-01-27","378508728.230"
"2","2016-01-27","134640632.000"
"4","2016-01-27","220388877603.900"
"16","2016-01-27","82136009869.550"
"1","2016-01-27","206543809452.000"
"8","2016-01-28","273119225.560"
"2","2016-01-28","93160919.000"
"4","2016-01-28","168519594609.550"
"16","2016-01-28","63263306157.920"
"1","2016-01-28","166746538612.000"
"8","2016-01-29","326466512.330"
"2","2016-01-29","108440056.000"
"4","2016-01-29","177638604225.010"
"16","2016-01-29","70828049157.530"
"1","2016-01-29","179295749477.000"
"8","2016-02-01","229824594.570"
"2","2016-02-01","73373143.000"
"4","2016-02-01","154395727625.400"
"16","2016-02-01","62990097729.890"
"1","2016-02-01","152350030070.000"
"8","2016-02-02","202332663.910"
"2","2016-02-02","82650126.000"
"4","2016-02-02","169092367596.270"
"16","2016-02-02","75053876094.800"
"1","2016-02-02","158395312093.000"
"8","2016-02-03","212283728.380"
"2","2016-02-03","65642618.000"
"4","2016-02-03","160469674633.230"
"16","2016-02-03","68663410398.550"
"1","2016-02-03","146197057563.000"
"8","2016-02-04","267307710.700"
"2","2016-02-04","93190154.000"
"4","2016-02-04","187975718406.020"
"16","2016-02-04","78395989700.610"
"1","2016-02-04","174736843770.000"
"8","2016-02-05","183543644.310"
"2","2016-02-05","82690974.000"
"4","2016-02-05","159482601590.710"
"16","2016-02-05","58247507104.310"
"1","2016-02-05","145011872731.000"
"8","2016-02-15","312616056.490"
"2","2016-02-15","75728745.000"
"4","2016-02-15","144497727830.370"
"16","2016-02-15","54905182029.550"
"1","2016-02-15","128826441285.000"
"8","2016-02-16","462200917.250"
"2","2016-02-16","97347096.000"
"4","2016-02-16","216827993972.090"
"16","2016-02-16","84154341656.060"
"1","2016-02-16","198333320574.000"
"8","2016-02-17","365560348.840"
"2","2016-02-17","92899565.000"
"4","2016-02-17","247388045642.830"
"16","2016-02-17","96020797933.540"
"1","2016-02-17","225357485864.000"
"8","2016-02-18","369164775.400"
"2","2016-02-18","114457375.000"
"4","2016-02-18","263400599530.650"
"16","2016-02-18","96123585686.690"
"1","2016-02-18","230027485944.000"
"8","2016-02-19","360330649.640"
"2","2016-02-19","77673536.000"
"4","2016-02-19","213976409108.740"
"16","2016-02-19","88677389400.990"
"1","2016-02-19","177917528450.000"
"8","2016-02-22","342994813.670"
"2","2016-02-22","119882198.000"
"4","2016-02-22","264095685286.410"
"16","2016-02-22","99016787570.060"
"1","2016-02-22","237901352439.000"
"8","2016-02-23","214938395.830"
"2","2016-02-23","79887195.000"
"4","2016-02-23","265136092237.520"
"16","2016-02-23","96000932579.550"
"1","2016-02-23","211028199503.000"
"8","2016-02-24","246852529.430"
"2","2016-02-24","109159826.000"
"4","2016-02-24","255304084551.680"
"16","2016-02-24","97205271134.330"
"1","2016-02-24","227140074348.000"
"8","2016-02-25","600782066.490"
"2","2016-02-25","182268039.000"
"4","2016-02-25","293681560740.490"
"16","2016-02-25","100580754332.600"
"1","2016-02-25","270579010893.000"
"8","2016-02-26","294467569.820"
"2","2016-02-26","95916598.000"
"4","2016-02-26","217194481915.120"
"16","2016-02-26","78888102207.490"
"1","2016-02-26","189443745824.000"
"8","2016-02-29","303829659.650"
"2","2016-02-29","112856659.000"
"4","2016-02-29","200296614650.060"
"16","2016-02-29","66577995109.820"
"1","2016-02-29","193902813556.000"
"8","2016-03-01","238153165.780"
"2","2016-03-01","77807045.000"
"4","2016-03-01","205760089854.640"
"16","2016-03-01","74426004891.830"
"1","2016-03-01","181677162465.000"
"8","2016-03-02","337316801.080"
"2","2016-03-02","123212937.000"
"4","2016-03-02","266371155299.050"
"16","2016-03-02","87510162165.850"
"1","2016-03-02","258513717859.000"
"8","2016-03-03","242594648.430"
"2","2016-03-03","94840802.000"
"4","2016-03-03","293694430312.160"
"16","2016-03-03","89644499772.470"
"1","2016-03-03","279352265243.000"
"8","2016-03-04","268627992.090"
"2","2016-03-04","85187400.000"
"4","2016-03-04","265293607989.730"
"16","2016-03-04","80145124173.420"
"1","2016-03-04","294425515364.000"
"8","2016-03-07","208873653.910"
"2","2016-03-07","64575136.000"
"4","2016-03-07","204333220681.830"
"16","2016-03-07","65548867105.420"
"1","2016-03-07","208137751046.000"
"8","2016-03-08","186096305.370"
"2","2016-03-08","78381177.000"
"4","2016-03-08","230985032266.960"
"16","2016-03-08","81062530946.730"
"1","2016-03-08","220002250050.000"
"8","2016-03-09","148380830.530"
"2","2016-03-09","52976185.000"
"4","2016-03-09","181498856609.300"
"16","2016-03-09","67879119073.280"
"1","2016-03-09","176726708157.000"
"8","2016-03-10","209414462.900"
"2","2016-03-10","42179351.000"
"4","2016-03-10","154660272563.630"
"16","2016-03-10","58393942816.130"
"1","2016-03-10","141537046663.000"
"8","2016-03-11","169594425.300"
"2","2016-03-11","35839894.000"
"4","2016-03-11","127608428881.740"
"16","2016-03-11","47910830788.200"
"1","2016-03-11","128216336607.000"
"8","2016-03-14","218470070.020"
"2","2016-03-14","95503061.000"
"4","2016-03-14","214383349483.060"
"16","2016-03-14","86634766261.960"
"1","2016-03-14","202173284169.000"
"8","2016-03-15","124813372.480"
"2","2016-03-15","62272706.000"
"4","2016-03-15","185253078682.160"
"16","2016-03-15","72362461275.370"
"1","2016-03-15","169815341405.000"
"8","2016-03-16","99929105.550"
"2","2016-03-16","56608840.000"
"16","2016-03-16","69662019571.350"
"4","2016-03-16","163446642620.500"
"1","2016-03-16","189826438606.000"
"8","2016-03-17","175622517.990"
"2","2016-03-17","80544854.000"
"16","2016-03-17","112176936151.120"
"4","2016-03-17","245896288104.450"
"1","2016-03-17","213320856755.000"
"8","2016-03-18","346026771.470"
"2","2016-03-18","168073904.000"
"16","2016-03-18","143482771221.860"
"4","2016-03-18","345170546330.970"
"1","2016-03-18","327150277822.000"
"8","2016-03-21","323155542.010"
"2","2016-03-21","145291157.000"
"16","2016-03-21","148205164328.160"
"4","2016-03-21","374336885159.140"
"1","2016-03-21","379884092723.000"
"8","2016-03-22","247778153.290"
"2","2016-03-22","97533394.000"
"16","2016-03-22","120596227327.250"
"4","2016-03-22","325270105663.080"
"1","2016-03-22","310394977163.000"
"8","2016-03-23","165966777.240"
"2","2016-03-23","85169689.000"
"16","2016-03-23","120640898016.020"
"4","2016-03-23","293140174184.090"
"1","2016-03-23","255777728428.000"
"8","2016-03-24","180861709.000"
"2","2016-03-24","94278342.000"
"16","2016-03-24","137460186197.010"
"4","2016-03-24","325371933511.850"
"1","2016-03-24","274185823528.000"
"8","2016-03-25","186202085.130"
"2","2016-03-25","66932504.000"
"16","2016-03-25","100729640969.160"
"4","2016-03-25","251731555567.690"
"1","2016-03-25","200385866069.000"
"8","2016-03-28","259701325.340"
"2","2016-03-28","94800974.000"
"16","2016-03-28","107843107351.730"
"4","2016-03-28","285671565310.390"
"1","2016-03-28","231705411008.000"
"8","2016-03-29","205984747.820"
"2","2016-03-29","85447677.000"
"16","2016-03-29","95076883281.250"
"4","2016-03-29","240675535151.610"
"1","2016-03-29","201068517795.000"
"8","2016-03-30","263591200.890"
"2","2016-03-30","101835041.000"
"16","2016-03-30","114883218569.830"
"4","2016-03-30","278913087187.770"
"1","2016-03-30","233746422336.000"
"8","2016-03-31","352204006.170"
"2","2016-03-31","77384909.000"
"16","2016-03-31","129875196801.300"
"4","2016-03-31","314535821884.800"
"1","2016-03-31","251715030680.000"
"8","2016-04-01","236757196.350"
"2","2016-04-01","79245313.000"
"16","2016-04-01","102483915468.460"
"4","2016-04-01","262789640445.640"
"1","2016-04-01","217003672315.000"
"8","2016-04-05","259385801.820"
"2","2016-04-05","94487076.000"
"16","2016-04-05","122369608423.160"
"4","2016-04-05","314377753849.090"
"1","2016-04-05","276044442305.000"
"8","2016-04-06","309683322.240"
"2","2016-04-06","80415820.000"
"16","2016-04-06","130880097579.430"
"4","2016-04-06","315361532292.140"
"1","2016-04-06","254395188707.000"
"8","2016-04-07","265841487.790"
"2","2016-04-07","79772210.000"
"16","2016-04-07","132792264499.910"
"4","2016-04-07","321588375047.930"
"1","2016-04-07","243446604873.000"
"8","2016-04-08","263502565.700"
"2","2016-04-08","89208072.000"
"16","2016-04-08","112813666211.140"
"4","2016-04-08","264692962304.310"
"1","2016-04-08","206760944778.000"
"8","2016-04-11","213415706.800"
"2","2016-04-11","77048905.000"
"16","2016-04-11","124475773811.960"
"4","2016-04-11","290360399261.030"
"1","2016-04-11","251829632805.000"
"8","2016-04-12","200881153.540"
"2","2016-04-12","54817661.000"
"16","2016-04-12","113106222890.420"
"4","2016-04-12","262062706010.880"
"1","2016-04-12","206724956697.000"
"8","2016-04-13","321779627.980"
"2","2016-04-13","112135517.000"
"16","2016-04-13","139156321347.470"
"4","2016-04-13","352791495608.560"
"1","2016-04-13","330694796382.000"
"8","2016-04-14","192366714.640"
"2","2016-04-14","63223207.000"
"16","2016-04-14","112999546734.300"
"4","2016-04-14","276399278666.130"
"1","2016-04-14","234646793488.000"
"8","2016-04-15","293000034.430"
"2","2016-04-15","52260808.000"
"16","2016-04-15","100894417664.640"
"4","2016-04-15","260178967761.350"
"1","2016-04-15","223803013485.000"
"8","2016-04-18","275044291.880"
"2","2016-04-18","59000795.000"
"16","2016-04-18","93760633894.390"
"4","2016-04-18","254477453045.730"
"1","2016-04-18","208230123931.000"
"8","2016-04-19","258600321.850"
"2","2016-04-19","50432926.000"
"16","2016-04-19","89440702842.480"
"4","2016-04-19","235260797880.540"
"1","2016-04-19","180620664240.000"
"8","2016-04-20","396971204.600"
"2","2016-04-20","126791806.000"
"16","2016-04-20","132675506320.030"
"4","2016-04-20","356416353837.630"
"1","2016-04-20","310331890100.000"
"8","2016-04-21","227243358.550"
"2","2016-04-21","69351404.000"
"16","2016-04-21","84193725925.470"
"4","2016-04-21","251171207022.930"
"1","2016-04-21","206026980787.000"
"8","2016-04-22","188180897.480"
"2","2016-04-22","41051153.000"
"16","2016-04-22","69405384430.600"
"4","2016-04-22","203981386206.240"
"1","2016-04-22","148533976021.000"
"8","2016-04-25","143849923.580"
"2","2016-04-25","44597254.000"
"16","2016-04-25","63861824433.140"
"4","2016-04-25","186371321049.230"
"1","2016-04-25","140349329031.000"
"8","2016-04-26","152164598.810"
"2","2016-04-26","35106090.000"
"16","2016-04-26","63580984391.980"
"4","2016-04-26","183903093570.300"
"1","2016-04-26","134064627210.000"
"8","2016-04-27","153019119.960"
"2","2016-04-27","40093277.000"
"16","2016-04-27","73175057841.940"
"4","2016-04-27","204290625956.550"
"1","2016-04-27","150026104172.000"
"8","2016-04-28","179176710.440"
"2","2016-04-28","51451397.000"
"16","2016-04-28","72814408003.000"
"4","2016-04-28","203836872995.670"
"1","2016-04-28","154280789702.000"
"8","2016-04-29","178246660.650"
"2","2016-04-29","29525833.000"
"16","2016-04-29","64368292695.100"
"4","2016-04-29","173428261704.780"
"1","2016-04-29","128311115418.000"
"8","2016-05-03","381111338.810"
"2","2016-05-03","63718954.000"
"16","2016-05-03","95647473526.790"
"4","2016-05-03","245749240695.950"
"1","2016-05-03","195405050461.000"
"8","2016-05-04","218775841.450"
"2","2016-05-04","50772295.000"
"4","2016-05-04","250292781946.630"
"1","2016-05-04","188718441735.000"
"16","2016-05-04","95900473059.700"
"8","2016-05-05","238040615.820"
"2","2016-05-05","37872822.000"
"4","2016-05-05","226812138475.630"
"1","2016-05-05","162869159583.000"
"16","2016-05-05","84074802887.750"
"8","2016-05-06","299035404.140"
"2","2016-05-06","76167553.000"
"4","2016-05-06","311934244254.150"
"1","2016-05-06","233585475358.000"
"16","2016-05-06","115405432988.650"
"8","2016-05-09","355387362.160"
"2","2016-05-09","80182581.000"
"4","2016-05-09","228690080432.970"
"1","2016-05-09","188182879197.000"
"16","2016-05-09","81898269392.630"
"8","2016-05-10","200882253.870"
"2","2016-05-10","43250657.000"
"4","2016-05-10","160550617543.920"
"1","2016-05-10","128253263166.000"
"16","2016-05-10","57233992964.580"
"8","2016-05-11","264565107.760"
"2","2016-05-11","56934791.000"
"4","2016-05-11","183337988814.280"
"1","2016-05-11","145651295682.000"
"16","2016-05-11","63500172792.360"
"8","2016-05-12","169467772.470"
"2","2016-05-12","51271454.000"
"4","2016-05-12","179486967595.950"
"1","2016-05-12","140504330802.000"
"16","2016-05-12","59790641166.840"
"8","2016-05-13","154003752.780"
"2","2016-05-13","33135006.000"
"4","2016-05-13","166964136575.460"
"1","2016-05-13","123476600076.000"
"16","2016-05-13","56643817259.760"
"8","2016-05-16","123624985.500"
"2","2016-05-16","32929475.000"
"4","2016-05-16","173242374692.630"
"1","2016-05-16","126629447401.000"
"16","2016-05-16","61746841264.460"
"8","2016-05-17","117930683.090"
"2","2016-05-17","28563875.000"
"1","2016-05-17","139814630006.000"
"16","2016-05-17","83762573939.320"
"4","2016-05-17","207037225309.090"
"8","2016-05-18","202532375.780"
"2","2016-05-18","94603316.000"
"1","2016-05-18","148779572082.000"
"16","2016-05-18","72015212097.270"
"4","2016-05-18","195080692510.230"
"8","2016-05-19","111495092.490"
"2","2016-05-19","66423099.000"
"1","2016-05-19","123717668028.000"
"16","2016-05-19","74046663964.520"
"4","2016-05-19","177486580227.870"
"8","2016-05-20","135204161.290"
"2","2016-05-20","61668993.000"
"1","2016-05-20","123392226769.000"
"16","2016-05-20","70408179287.080"
"4","2016-05-20","171622918722.770"
"8","2016-05-23","123463889.260"
"2","2016-05-23","39742011.000"
"1","2016-05-23","139690015141.000"
"16","2016-05-23","86250991446.220"
"4","2016-05-23","192903318639.700"
"8","2016-05-24","134633393.360"
"2","2016-05-24","23150330.000"
"1","2016-05-24","120944401001.000"
"16","2016-05-24","76185977802.650"
"4","2016-05-24","174043735851.050"
"8","2016-05-25","103606688.900"
"2","2016-05-25","32791522.000"
"1","2016-05-25","117552811469.000"
"16","2016-05-25","82368000993.900"
"4","2016-05-25","171295984972.640"
"8","2016-05-26","93439787.860"
"2","2016-05-26","43837475.000"
"1","2016-05-26","126818004031.000"
"16","2016-05-26","82107472181.770"
"4","2016-05-26","182160285156.620"
"8","2016-05-27","121706841.190"
"2","2016-05-27","30547568.000"
"1","2016-05-27","123658747491.000"
"16","2016-05-27","77629967203.560"
"4","2016-05-27","176816720072.610"
"8","2016-05-30","92027867.930"
"2","2016-05-30","25710043.000"
"1","2016-05-30","115419104274.000"
"16","2016-05-30","69387350758.770"
"4","2016-05-30","148423117236.470"
"8","2016-05-31","268066112.650"
"2","2016-05-31","146223652.000"
"1","2016-05-31","235570886082.000"
"16","2016-05-31","120200267055.620"
"4","2016-05-31","274618086709.540"
"8","2016-06-01","137752991.760"
"2","2016-06-01","54183360.000"
"1","2016-06-01","219513198571.000"
"16","2016-06-01","129591186285.510"
"4","2016-06-01","304411249857.470"
"8","2016-06-02","156747608.770"
"2","2016-06-02","40075929.000"
"1","2016-06-02","184822442475.000"
"16","2016-06-02","118358606376.950"
"4","2016-06-02","256973638259.100"
"8","2016-06-03","189699117.700"
"2","2016-06-03","43123681.000"
"1","2016-06-03","211020059519.000"
"16","2016-06-03","150518639471.480"
"4","2016-06-03","282672233412.770"
"8","2016-06-06","105561143.760"
"2","2016-06-06","36542859.000"
"1","2016-06-06","172186364964.000"
"16","2016-06-06","114324366006.340"
"4","2016-06-06","241085066181.460"
"8","2016-06-07","136914106.390"
"2","2016-06-07","24942974.000"
"1","2016-06-07","163441496009.000"
"16","2016-06-07","109011874130.070"
"4","2016-06-07","236303741298.200"
"8","2016-06-08","123089229.150"
"2","2016-06-08","45942052.000"
"1","2016-06-08","177075042939.000"
"16","2016-06-08","112163803628.230"
"4","2016-06-08","256285738802.670"
"8","2016-06-13","192618327.660"
"2","2016-06-13","70363647.000"
"1","2016-06-13","198086229225.000"
"16","2016-06-13","122513431109.130"
"4","2016-06-13","267921123229.490"
"8","2016-06-14","123235867.950"
"2","2016-06-14","37756218.000"
"1","2016-06-14","138284097340.000"
"16","2016-06-14","87452547076.190"
"4","2016-06-14","186588129385.220"
"8","2016-06-15","150820458.810"
"2","2016-06-15","46273186.000"
"1","2016-06-15","196895811139.000"
"16","2016-06-15","113545617121.320"
"4","2016-06-15","262193847601.260"
"8","2016-06-16","138023982.100"
"2","2016-06-16","27089954.000"
"1","2016-06-16","201779463831.000"
"16","2016-06-16","113033938566.360"
"4","2016-06-16","278758509918.830"
"8","2016-06-17","144924048.540"
"2","2016-06-17","40750290.000"
"1","2016-06-17","195165198850.000"
"16","2016-06-17","118262927379.650"
"4","2016-06-17","256699425882.730"
"8","2016-06-20","120455127.720"
"2","2016-06-20","30104866.000"
"1","2016-06-20","163536364604.000"
"16","2016-06-20","106588390864.370"
"4","2016-06-20","229577176961.790"
"8","2016-06-21","150582607.000"
"2","2016-06-21","47376670.000"
"1","2016-06-21","197890206686.000"
"16","2016-06-21","123646988035.230"
"4","2016-06-21","270820010125.750"
"8","2016-06-22","147054464.580"
"2","2016-06-22","38280593.000"
"1","2016-06-22","156087516980.000"
"16","2016-06-22","111990212218.190"
"4","2016-06-22","217555356121.640"
"8","2016-06-23","174601237.650"
"2","2016-06-23","41000921.000"
"1","2016-06-23","163410501131.000"
"16","2016-06-23","119668819925.070"
"4","2016-06-23","240180593710.040"
"8","2016-06-24","208224899.770"
"2","2016-06-24","68174860.000"
"1","2016-06-24","214464893191.000"
"16","2016-06-24","138999947554.940"
"4","2016-06-24","292787473801.920"
"8","2016-06-27","160820004.730"
"2","2016-06-27","53620838.000"
"1","2016-06-27","189502034783.000"
"16","2016-06-27","138599798718.220"
"4","2016-06-27","254438343555.930"
"8","2016-06-28","176118444.710"
"2","2016-06-28","52696833.000"
"1","2016-06-28","210732687654.000"
"16","2016-06-28","158150994995.290"
"4","2016-06-28","295612262964.640"
"8","2016-06-29","115709120.560"
"2","2016-06-29","48927317.000"
"1","2016-06-29","223084526955.000"
"16","2016-06-29","139526718312.280"
"4","2016-06-29","281243937980.620"
"8","2016-06-30","139101607.110"
"2","2016-06-30","31661114.000"
"1","2016-06-30","187251543957.000"
"16","2016-06-30","136500230550.780"
"4","2016-06-30","251068259457.300"
"8","2016-07-01","175602446.880"
"2","2016-07-01","35263209.000"
"16","2016-07-01","115024226045.950"
"1","2016-07-01","172774237510.000"
"4","2016-07-01","232156354156.740"
"8","2016-07-04","196870876.960"
"2","2016-07-04","63778986.000"
"16","2016-07-04","123025441882.490"
"1","2016-07-04","252726260457.000"
"4","2016-07-04","282335899496.490"
"8","2016-07-05","206778658.610"
"2","2016-07-05","44274652.000"
"16","2016-07-05","131520014952.500"
"1","2016-07-05","270123602903.000"
"4","2016-07-05","305734201785.590"
"8","2016-07-06","221081879.620"
"2","2016-07-06","46596057.000"
"16","2016-07-06","113881485968.040"
"1","2016-07-06","246187995810.000"
"4","2016-07-06","302981333430.130"
"8","2016-07-07","183460824.490"
"2","2016-07-07","55387349.000"
"16","2016-07-07","128715819552.700"
"1","2016-07-07","269828830522.000"
"4","2016-07-07","334422602535.970"
"8","2016-07-08","138273742.320"
"2","2016-07-08","31987470.000"
"16","2016-07-08","111859736544.460"
"1","2016-07-08","209459964248.000"
"4","2016-07-08","268523726515.190"
"8","2016-07-11","329553122.210"
"2","2016-07-11","49600204.000"
"16","2016-07-11","125927179742.050"
"1","2016-07-11","271584907660.000"
"4","2016-07-11","301758697986.590"
"8","2016-07-12","347230700.950"
"2","2016-07-12","58225627.000"
"16","2016-07-12","124488937522.400"
"1","2016-07-12","288267488273.000"
"4","2016-07-12","321434065290.860"
"8","2016-07-13","295309550.320"
"2","2016-07-13","40581378.000"
"16","2016-07-13","129661204806.390"
"1","2016-07-13","279079573205.000"
"4","2016-07-13","319849832843.160"
"8","2016-07-14","213729354.940"
"2","2016-07-14","36087046.000"
"16","2016-07-14","112541483724.010"
"1","2016-07-14","208697778581.000"
"4","2016-07-14","266283070484.500"
"8","2016-07-15","221897967.430"
"2","2016-07-15","37796082.000"
"16","2016-07-15","106680127171.110"
"1","2016-07-15","202587871433.000"
"4","2016-07-15","258414799398.150"
"8","2016-07-18","246875149.300"
"2","2016-07-18","29358406.000"
"16","2016-07-18","94095548740.270"
"1","2016-07-18","206471580434.000"
"4","2016-07-18","256712495158.940"
"8","2016-07-19","297488927.980"
"2","2016-07-19","27775904.000"
"16","2016-07-19","93873656624.410"
"1","2016-07-19","187021166287.000"
"4","2016-07-19","235337987667.340"
"8","2016-07-20","319126434.040"
"2","2016-07-20","30518017.000"
"16","2016-07-20","101818619967.130"
"1","2016-07-20","171269041608.000"
"4","2016-07-20","231768359809.470"
"8","2016-07-21","333245615.750"
"2","2016-07-21","43577370.000"
"16","2016-07-21","104339009580.910"
"1","2016-07-21","199987336926.000"
"4","2016-07-21","251964385285.740"
"8","2016-07-22","233831261.100"
"2","2016-07-22","31915441.000"
"16","2016-07-22","95097387186.250"
"1","2016-07-22","197304139256.000"
"4","2016-07-22","247022127242.540"
"8","2016-07-25","402565065.190"
"2","2016-07-25","31938764.000"
"16","2016-07-25","87825742301.030"
"1","2016-07-25","175209068273.000"
"4","2016-07-25","228173293337.120"
"8","2016-07-26","235698578.750"
"2","2016-07-26","39511144.000"
"16","2016-07-26","80885656454.760"
"1","2016-07-26","185211050859.000"
"4","2016-07-26","218566062862.060"
"8","2016-07-27","445368052.260"
"2","2016-07-27","110067477.000"
"16","2016-07-27","136786499273.010"
"1","2016-07-27","316077580045.000"
"4","2016-07-27","352917177144.940"
"8","2016-07-28","424362037.030"
"2","2016-07-28","76355298.000"
"16","2016-07-28","93423068249.220"
"1","2016-07-28","217117945627.000"
"4","2016-07-28","245825572343.110"
"8","2016-07-29","310015237.930"
"2","2016-07-29","49839201.000"
"16","2016-07-29","70697524239.590"
"1","2016-07-29","169866293583.000"
"4","2016-07-29","190409467158.420"
"8","2016-08-01","207162060.550"
"2","2016-08-01","52926197.000"
"16","2016-08-01","70365785255.430"
"1","2016-08-01","162020656894.000"
"4","2016-08-01","184547590573.610"
"8","2016-08-02","178080414.910"
"2","2016-08-02","30815360.000"
"16","2016-08-02","54824458039.960"
"1","2016-08-02","129061916670.000"
"4","2016-08-02","138292436478.860"
"8","2016-08-03","299941889.250"
"2","2016-08-03","40093967.000"
"16","2016-08-03","60208091656.600"
"1","2016-08-03","158821593541.000"
"4","2016-08-03","162345828465.610"
"8","2016-08-04","252447630.790"
"2","2016-08-04","25350273.000"
"16","2016-08-04","70346738543.600"
"1","2016-08-04","153139356306.000"
"4","2016-08-04","180946870685.870"
"8","2016-08-05","249045173.940"
"2","2016-08-05","22455258.000"
"16","2016-08-05","62410474271.340"
"1","2016-08-05","161646628239.000"
"4","2016-08-05","177851250081.720"
"8","2016-08-08","240575181.010"
"2","2016-08-08","36919829.000"
"16","2016-08-08","59332220064.870"
"1","2016-08-08","171844484443.000"
"4","2016-08-08","182642838092.670"
"8","2016-08-09","277072814.340"
"2","2016-08-09","25896390.000"
"16","2016-08-09","75119394263.950"
"1","2016-08-09","187544897777.000"
"4","2016-08-09","200243269860.790"
"8","2016-08-10","267292295.760"
"2","2016-08-10","23826189.000"
"16","2016-08-10","74725758380.360"
"1","2016-08-10","184366964532.000"
"4","2016-08-10","209020500204.590"
"8","2016-08-11","222719792.600"
"2","2016-08-11","21908618.000"
"16","2016-08-11","68817089512.550"
"1","2016-08-11","179716039259.000"
"4","2016-08-11","201481109918.110"
"8","2016-08-12","224997524.900"
"2","2016-08-12","22179629.000"
"16","2016-08-12","59659244742.660"
"1","2016-08-12","179157599118.000"
"4","2016-08-12","187514403305.620"
"8","2016-08-15","355139571.660"
"2","2016-08-15","80175123.000"
"16","2016-08-15","107664696168.170"
"1","2016-08-15","327457619947.000"
"4","2016-08-15","315178922064.770"
"8","2016-08-16","324511973.790"
"2","2016-08-16","58620210.000"
"16","2016-08-16","99220194195.040"
"1","2016-08-16","308154784715.000"
"4","2016-08-16","301556127931.050"
"8","2016-08-17","275898297.970"
"2","2016-08-17","33374094.000"
"16","2016-08-17","94247925861.160"
"1","2016-08-17","243183169378.000"
"4","2016-08-17","280664031595.310"
"8","2016-08-18","323869153.560"
"2","2016-08-18","47320009.000"
"16","2016-08-18","92612782264.090"
"1","2016-08-18","256654795481.000"
"4","2016-08-18","285458530313.580"
"8","2016-08-19","257595564.200"
"2","2016-08-19","26339299.000"
"16","2016-08-19","81998033783.860"
"1","2016-08-19","211875701514.000"
"4","2016-08-19","242306281806.860"
"8","2016-08-22","236640477.270"
"2","2016-08-22","34660715.000"
"16","2016-08-22","88505692843.010"
"1","2016-08-22","207409382458.000"
"4","2016-08-22","237955896250.040"
"8","2016-08-23","186296573.550"
"2","2016-08-23","26931347.000"
"16","2016-08-23","71274065514.940"
"1","2016-08-23","179005172533.000"
"4","2016-08-23","209505948825.160"
"8","2016-08-24","233495473.390"
"2","2016-08-24","29055885.000"
"16","2016-08-24","80246220873.280"
"1","2016-08-24","168170146568.000"
"4","2016-08-24","200215291241.940"
"8","2016-08-25","205134688.660"
"2","2016-08-25","38041607.000"
"16","2016-08-25","92006700429.390"
"1","2016-08-25","200607874067.000"
"4","2016-08-25","218048802852.640"
"8","2016-08-26","177099724.130"
"2","2016-08-26","27765397.000"
"16","2016-08-26","92417859299.590"
"1","2016-08-26","176125660772.000"
"4","2016-08-26","206370565647.710"
"8","2016-08-29","174207459.120"
"2","2016-08-29","23775883.000"
"16","2016-08-29","84334108243.230"
"1","2016-08-29","166239265131.000"
"4","2016-08-29","180989115278.930"
