"Markettype","Trddt","Dnvaltrdtl"
"8","2023-05-05","79658936.460"
"64","2023-05-05","2709802933.870"
"1","2023-05-05","419858378642.000"
"2","2023-05-05","20399509.000"
"4","2023-05-05","317069482505.620"
"32","2023-05-05","79294805690.000"
"16","2023-05-05","254748164385.090"
"8","2023-05-08","113564418.090"
"64","2023-05-08","2729752674.280"
"1","2023-05-08","492672742806.000"
"2","2023-05-08","20332031.000"
"4","2023-05-08","323286126441.020"
"32","2023-05-08","71848727848.000"
"16","2023-05-08","248858059966.150"
"8","2023-05-09","93752704.050"
"64","2023-05-09","2490466799.000"
"1","2023-05-09","540823337876.000"
"2","2023-05-09","17095685.000"
"4","2023-05-09","346877304089.400"
"32","2023-05-09","78166984508.000"
"16","2023-05-09","255724465990.960"
"8","2023-05-10","81624477.840"
"64","2023-05-10","1530504464.110"
"1","2023-05-10","417989909038.000"
"2","2023-05-10","16912533.000"
"4","2023-05-10","294023012538.350"
"32","2023-05-10","71446868978.000"
"16","2023-05-10","236371134826.110"
"8","2023-05-11","80147606.200"
"64","2023-05-11","1642603390.380"
"1","2023-05-11","339722982627.000"
"2","2023-05-11","21474341.000"
"4","2023-05-11","267548353093.550"
"32","2023-05-11","61442553017.000"
"16","2023-05-11","226973678883.820"
"8","2023-05-12","72246642.840"
"64","2023-05-12","1685170088.110"
"1","2023-05-12","327866771297.000"
"2","2023-05-12","14771192.000"
"4","2023-05-12","252246247967.330"
"32","2023-05-12","59112338372.000"
"16","2023-05-12","208689314139.550"
"64","2023-05-15","1670940840.500"
"8","2023-05-15","64148179.940"
"1","2023-05-15","367609240522.000"
"2","2023-05-15","19412459.000"
"4","2023-05-15","284184531438.480"
"32","2023-05-15","63962743041.000"
"16","2023-05-15","222355574172.750"
"64","2023-05-16","1485320878.770"
"8","2023-05-16","41561759.840"
"1","2023-05-16","320623125645.000"
"2","2023-05-16","12878259.000"
"4","2023-05-16","260295747255.360"
"32","2023-05-16","64673406126.000"
"16","2023-05-16","220553854690.120"
"64","2023-05-17","1521102772.060"
"8","2023-05-17","48138341.510"
"1","2023-05-17","279435840998.000"
"2","2023-05-17","12948795.000"
"4","2023-05-17","229328601595.160"
"32","2023-05-17","60956850977.000"
"16","2023-05-17","211550978096.630"
"64","2023-05-18","2475976439.960"
"8","2023-05-18","51667809.530"
"1","2023-05-18","296759344983.000"
"2","2023-05-18","12208974.000"
"4","2023-05-18","256267386234.680"
"32","2023-05-18","71590896833.000"
"16","2023-05-18","255173128167.820"
"64","2023-05-19","2056221514.310"
"8","2023-05-19","56068107.270"
"1","2023-05-19","280626497904.000"
"2","2023-05-19","13521442.000"
"4","2023-05-19","246565187620.300"
"32","2023-05-19","78787510283.000"
"16","2023-05-19","241839942937.470"
"64","2023-05-22","1963993890.330"
"8","2023-05-22","60409588.010"
"1","2023-05-22","279266699141.000"
"2","2023-05-22","9862992.000"
"4","2023-05-22","241092924462.450"
"32","2023-05-22","63112310423.000"
"16","2023-05-22","211845446721.920"
"64","2023-05-23","2130742234.640"
"8","2023-05-23","54493544.870"
"1","2023-05-23","267973736353.000"
"2","2023-05-23","9045813.000"
"4","2023-05-23","227854817980.610"
"32","2023-05-23","56630553798.000"
"16","2023-05-23","213207363330.390"
"64","2023-05-24","2015490302.840"
"8","2023-05-24","86383149.940"
"1","2023-05-24","276039451740.000"
"2","2023-05-24","11766198.000"
"4","2023-05-24","235583384482.310"
"32","2023-05-24","66555091732.000"
"16","2023-05-24","224357027096.220"
"64","2023-05-25","2093012366.270"
"8","2023-05-25","89100530.130"
"1","2023-05-25","281008828615.000"
"2","2023-05-25","21253527.000"
"4","2023-05-25","257354660218.510"
"32","2023-05-25","66550871801.000"
"16","2023-05-25","251796777149.010"
"64","2023-05-26","2603018562.320"
"8","2023-05-26","64096863.890"
"1","2023-05-26","267435083346.000"
"2","2023-05-26","20106129.000"
"4","2023-05-26","241860029760.950"
"32","2023-05-26","65742723946.000"
"16","2023-05-26","245267905550.010"
"8","2023-05-29","59831350.100"
"64","2023-05-29","2085131951.720"
"1","2023-05-29","299192693902.000"
"2","2023-05-29","17872580.000"
"4","2023-05-29","278964089645.690"
"32","2023-05-29","78556835786.000"
"16","2023-05-29","263921271799.480"
"8","2023-05-30","60369469.010"
"64","2023-05-30","1816440101.740"
"1","2023-05-30","307273953200.000"
"2","2023-05-30","17167042.000"
"4","2023-05-30","283241840766.890"
"32","2023-05-30","69227145676.000"
"16","2023-05-30","273293182976.520"
"8","2023-05-31","111508198.060"
"64","2023-05-31","2150922134.620"
"1","2023-05-31","307008722420.000"
"2","2023-05-31","54907010.000"
"4","2023-05-31","279545696073.840"
"32","2023-05-31","77601945793.000"
"16","2023-05-31","274135420647.650"
"8","2023-06-01","63438395.020"
"64","2023-06-01","1879266463.210"
"1","2023-06-01","319509762466.000"
"2","2023-06-01","15323996.000"
"4","2023-06-01","298926711349.000"
"32","2023-06-01","81363288116.000"
"16","2023-06-01","286616586686.580"
"8","2023-06-02","63159068.980"
"64","2023-06-02","1620405324.730"
"1","2023-06-02","304854579985.000"
"2","2023-06-02","12534949.000"
"4","2023-06-02","297373583976.060"
"32","2023-06-02","72564650445.000"
"16","2023-06-02","265690732922.550"
"8","2023-06-05","46657197.160"
"64","2023-06-05","1281960841.920"
"1","2023-06-05","283953026650.000"
"2","2023-06-05","10730989.000"
"4","2023-06-05","273725024114.320"
"32","2023-06-05","73780939362.000"
"16","2023-06-05","242196508596.230"
"8","2023-06-06","50434682.390"
"64","2023-06-06","1708142623.330"
"1","2023-06-06","313035959835.000"
"2","2023-06-06","10762212.000"
"4","2023-06-06","292654959371.190"
"32","2023-06-06","74379922945.000"
"16","2023-06-06","257264257507.900"
"8","2023-06-07","48679809.990"
"64","2023-06-07","1423552030.560"
"1","2023-06-07","267302277996.000"
"2","2023-06-07","12452894.000"
"4","2023-06-07","252703665219.020"
"32","2023-06-07","63693249071.000"
"16","2023-06-07","230680250148.860"
"8","2023-06-08","32202131.480"
"64","2023-06-08","1591689033.400"
"1","2023-06-08","285818099546.000"
"2","2023-06-08","13231104.000"
"4","2023-06-08","270193686735.740"
"32","2023-06-08","67639673481.000"
"16","2023-06-08","235743354392.450"
"64","2023-06-09","1367457503.100"
"8","2023-06-09","54537211.780"
"1","2023-06-09","320292639414.000"
"2","2023-06-09","17901265.000"
"4","2023-06-09","308988631889.390"
"32","2023-06-09","92922139215.000"
"16","2023-06-09","267310769106.840"
"64","2023-06-12","1323943948.800"
"8","2023-06-12","61399571.930"
"1","2023-06-12","323984424903.000"
"2","2023-06-12","15854273.000"
"4","2023-06-12","310906176835.920"
"32","2023-06-12","79144447058.000"
"16","2023-06-12","251253081670.120"
"64","2023-06-13","1294721539.340"
"8","2023-06-13","40447856.390"
"1","2023-06-13","300605876674.000"
"2","2023-06-13","14975349.000"
"4","2023-06-13","311926646460.460"
"32","2023-06-13","76481117521.000"
"16","2023-06-13","253162494339.440"
"64","2023-06-14","1338880643.910"
"8","2023-06-14","50677240.900"
"1","2023-06-14","327553391233.000"
"2","2023-06-14","15399534.000"
"4","2023-06-14","328848076787.240"
"32","2023-06-14","76346612742.000"
"16","2023-06-14","267713767692.610"
"64","2023-06-15","1471384453.100"
"8","2023-06-15","80353671.900"
"1","2023-06-15","351386774782.000"
"2","2023-06-15","18012011.000"
"4","2023-06-15","338577582867.530"
"32","2023-06-15","86008114350.000"
"16","2023-06-15","296284591816.480"
"64","2023-06-16","1357447551.120"
"8","2023-06-16","60240095.010"
"1","2023-06-16","358476479937.000"
"2","2023-06-16","23306697.000"
"4","2023-06-16","334832860697.700"
"32","2023-06-16","85733406883.000"
"16","2023-06-16","288442381511.290"
"64","2023-06-19","1561075781.150"
"8","2023-06-19","64948348.200"
"1","2023-06-19","357598519702.000"
"2","2023-06-19","16946042.000"
"4","2023-06-19","342906392791.420"
"32","2023-06-19","97506851878.000"
"16","2023-06-19","308533265547.610"
"64","2023-06-20","1801879043.960"
"8","2023-06-20","56471373.130"
"1","2023-06-20","334954319396.000"
"2","2023-06-20","11173995.000"
"4","2023-06-20","350906182336.170"
"32","2023-06-20","98210003771.000"
"16","2023-06-20","305795153831.470"
"64","2023-06-21","2101924060.010"
"8","2023-06-21","68488346.650"
"1","2023-06-21","319613661700.000"
"2","2023-06-21","15468595.000"
"4","2023-06-21","325632615730.610"
"32","2023-06-21","86510625593.000"
"16","2023-06-21","290049731477.260"
"64","2023-06-26","2059149639.800"
"8","2023-06-26","104667446.700"
"1","2023-06-26","320343204976.000"
"2","2023-06-26","15958222.000"
"4","2023-06-26","321145162307.080"
"32","2023-06-26","78401880377.000"
"16","2023-06-26","257143588267.780"
"8","2023-06-27","58471505.800"
"64","2023-06-27","1449694791.420"
"1","2023-06-27","287370323553.000"
"2","2023-06-27","20054242.000"
"4","2023-06-27","281808370748.160"
"32","2023-06-27","66973507617.000"
"16","2023-06-27","204714085993.940"
"8","2023-06-28","51015192.680"
"64","2023-06-28","1626538730.170"
"1","2023-06-28","286040458418.000"
"2","2023-06-28","14537473.000"
"4","2023-06-28","296224859593.920"
"32","2023-06-28","73973362273.000"
"16","2023-06-28","231871995833.730"
"8","2023-06-29","38203139.640"
"64","2023-06-29","2382341160.570"
"1","2023-06-29","270071185335.000"
"2","2023-06-29","12126821.000"
"4","2023-06-29","297031814998.270"
"32","2023-06-29","70478461065.000"
"16","2023-06-29","227317774850.810"
"8","2023-06-30","58382745.980"
"64","2023-06-30","1952334416.290"
"1","2023-06-30","284479315442.000"
"2","2023-06-30","14446842.000"
"4","2023-06-30","313717983094.220"
"32","2023-06-30","75156526810.000"
"16","2023-06-30","245110734605.160"
"64","2023-07-03","1661967251.540"
"2","2023-07-03","11922336.000"
"1","2023-07-03","336255921398.000"
"32","2023-07-03","85011402543.000"
"8","2023-07-03","84331758.550"
"16","2023-07-03","252127164640.030"
"4","2023-07-03","351027546075.320"
"64","2023-07-04","1832278053.740"
"2","2023-07-04","9347864.000"
"1","2023-07-04","308879520930.000"
"32","2023-07-04","78168877334.000"
"8","2023-07-04","77318706.990"
"16","2023-07-04","232240918579.300"
"4","2023-07-04","309840571909.270"
"64","2023-07-05","2262969327.960"
"2","2023-07-05","9573661.000"
"1","2023-07-05","281664741496.000"
"32","2023-07-05","69501065885.000"
"8","2023-07-05","47573905.840"
"16","2023-07-05","225268483975.680"
"4","2023-07-05","291239574288.820"
"64","2023-07-06","1710540268.080"
"2","2023-07-06","9552454.000"
"1","2023-07-06","256451911173.000"
"32","2023-07-06","64287377294.000"
"8","2023-07-06","43192297.100"
"16","2023-07-06","210388368140.520"
"4","2023-07-06","288581885893.430"
"64","2023-07-07","1752604833.750"
"2","2023-07-07","8418326.000"
"1","2023-07-07","253256948255.000"
"32","2023-07-07","60289675764.000"
"8","2023-07-07","50425688.980"
"16","2023-07-07","211098756135.290"
"4","2023-07-07","275056201943.880"
"64","2023-07-10","1664589234.700"
"2","2023-07-10","7698824.000"
"1","2023-07-10","257062198152.000"
"32","2023-07-10","54344824343.000"
"8","2023-07-10","73301705.480"
"16","2023-07-10","198423975002.600"
"4","2023-07-10","251416178237.350"
"64","2023-07-11","1218324410.010"
"2","2023-07-11","11464482.000"
"1","2023-07-11","248536185143.000"
"32","2023-07-11","61331463358.000"
"8","2023-07-11","62426318.550"
"16","2023-07-11","196512414172.000"
"4","2023-07-11","267096762822.990"
"64","2023-07-12","1519286421.900"
"2","2023-07-12","10326089.000"
"1","2023-07-12","298167684831.000"
"32","2023-07-12","67191093861.000"
"8","2023-07-12","71075786.480"
"16","2023-07-12","236573497923.210"
"4","2023-07-12","309845933904.090"
"64","2023-07-13","1431967471.960"
"2","2023-07-13","12442209.000"
"1","2023-07-13","308474046389.000"
"32","2023-07-13","64678820343.000"
"8","2023-07-13","41948054.640"
"16","2023-07-13","246558003207.510"
"4","2023-07-13","300953497317.380"
"64","2023-07-14","1790511355.930"
"2","2023-07-14","12315514.000"
"1","2023-07-14","300203111977.000"
"32","2023-07-14","68045978926.000"
"8","2023-07-14","40445086.190"
"16","2023-07-14","254763645259.270"
"4","2023-07-14","299436736558.620"
"64","2023-07-17","1481827571.080"
"2","2023-07-17","9907564.000"
"1","2023-07-17","265806867917.000"
"32","2023-07-17","56196970381.000"
"8","2023-07-17","103195348.740"
"16","2023-07-17","218521836365.340"
"4","2023-07-17","261886061719.350"
"64","2023-07-18","1381306612.280"
"2","2023-07-18","7429567.000"
"1","2023-07-18","250316528769.000"
"32","2023-07-18","56962134355.000"
"8","2023-07-18","97156664.070"
"16","2023-07-18","201789549564.340"
"4","2023-07-18","267918779963.330"
"64","2023-07-19","1308306376.900"
"2","2023-07-19","10232299.000"
"1","2023-07-19","226413668329.000"
"32","2023-07-19","54719448120.000"
"8","2023-07-19","77380850.850"
"16","2023-07-19","185985354722.010"
"4","2023-07-19","235192487369.160"
"64","2023-07-20","2159160549.480"
"2","2023-07-20","8237240.000"
"1","2023-07-20","249591345343.000"
"32","2023-07-20","52725932419.000"
"8","2023-07-20","71840609.560"
"16","2023-07-20","209280486384.150"
"4","2023-07-20","273897980060.320"
"64","2023-07-21","1445607413.650"
"2","2023-07-21","16554691.000"
"1","2023-07-21","232510012788.000"
"32","2023-07-21","48045112871.000"
"8","2023-07-21","58591166.020"
"16","2023-07-21","190375081537.500"
"4","2023-07-21","239855387969.390"
"2","2023-07-24","14880660.000"
"64","2023-07-24","1209703952.400"
"1","2023-07-24","215646784633.000"
"32","2023-07-24","44365973032.000"
"8","2023-07-24","43297823.810"
"16","2023-07-24","161858572808.970"
"4","2023-07-24","236906174065.140"
"2","2023-07-25","17458568.000"
"64","2023-07-25","1199088954.860"
"1","2023-07-25","359442209106.000"
"32","2023-07-25","51279640061.000"
"8","2023-07-25","113457681.540"
"16","2023-07-25","213431234215.860"
"4","2023-07-25","323740470063.190"
"2","2023-07-26","18491821.000"
"64","2023-07-26","1113896527.970"
"1","2023-07-26","279429756550.000"
"32","2023-07-26","48745037667.000"
"8","2023-07-26","54460172.060"
"16","2023-07-26","192255014526.200"
"4","2023-07-26","271546191238.010"
"2","2023-07-27","20048596.000"
"64","2023-07-27","1167373913.400"
"1","2023-07-27","284546977838.000"
"32","2023-07-27","47454831182.000"
"8","2023-07-27","54313009.100"
"16","2023-07-27","187908704557.340"
"4","2023-07-27","259915941547.960"
"2","2023-07-28","17394529.000"
"64","2023-07-28","1338979031.910"
"1","2023-07-28","383886608268.000"
"32","2023-07-28","52912714794.000"
"8","2023-07-28","82882967.640"
"16","2023-07-28","211115649830.950"
"4","2023-07-28","300191670100.750"
"2","2023-07-31","23319103.000"
"64","2023-07-31","1278732239.390"
"1","2023-07-31","452061951375.000"
"32","2023-07-31","59277043226.000"
"8","2023-07-31","131285642.600"
"16","2023-07-31","232939804605.930"
"4","2023-07-31","360629184447.220"
"2","2023-08-01","14481454.000"
"64","2023-08-01","1107822147.850"
"1","2023-08-01","389447993820.000"
"32","2023-08-01","51472016972.000"
"8","2023-08-01","77115576.620"
"16","2023-08-01","207926828383.070"
"4","2023-08-01","307657528846.500"
"2","2023-08-02","14593046.000"
"64","2023-08-02","1116301765.810"
"1","2023-08-02","338463601674.000"
"32","2023-08-02","50384998428.000"
"8","2023-08-02","81204520.840"
"16","2023-08-02","178730570579.110"
"4","2023-08-02","268257591344.500"
"2","2023-08-03","12043200.000"
"64","2023-08-03","1007630285.810"
"1","2023-08-03","343246490257.000"
"32","2023-08-03","46198267930.000"
"8","2023-08-03","61461318.590"
"16","2023-08-03","180689478731.630"
"4","2023-08-03","262598877138.640"
"64","2023-08-04","1095762051.380"
"2","2023-08-04","15765690.000"
"1","2023-08-04","445166897984.000"
"32","2023-08-04","51908722126.000"
"8","2023-08-04","56708903.990"
"16","2023-08-04","238967067398.100"
"4","2023-08-04","312953170034.430"
"64","2023-08-07","1078454858.610"
"2","2023-08-07","12783664.000"
"1","2023-08-07","338513111027.000"
"32","2023-08-07","54452524783.000"
"8","2023-08-07","62952444.750"
"16","2023-08-07","214979515249.590"
"4","2023-08-07","281982605918.770"
"64","2023-08-08","983771145.940"
"2","2023-08-08","11513960.000"
"1","2023-08-08","309932245234.000"
"32","2023-08-08","45735849707.000"
"8","2023-08-08","47799281.450"
"16","2023-08-08","200770407707.180"
"4","2023-08-08","242330334265.540"
"64","2023-08-09","977190584.870"
"2","2023-08-09","13649772.000"
"1","2023-08-09","264966002472.000"
"32","2023-08-09","44714813160.000"
"8","2023-08-09","69181896.420"
"16","2023-08-09","201016594877.770"
"4","2023-08-09","225718707607.120"
"2","2023-08-10","13324191.000"
"64","2023-08-10","1067971920.190"
"1","2023-08-10","265394355117.000"
"32","2023-08-10","41773777909.000"
"8","2023-08-10","37056118.890"
"16","2023-08-10","186974566185.760"
"4","2023-08-10","199863141031.780"
"2","2023-08-11","12209152.000"
"64","2023-08-11","951156835.020"
"1","2023-08-11","296585973473.000"
"32","2023-08-11","42513961046.000"
"8","2023-08-11","54627174.520"
"16","2023-08-11","193888470356.160"
"4","2023-08-11","230365444173.980"
"2","2023-08-14","18425851.000"
"64","2023-08-14","762197965.070"
"1","2023-08-14","278841015643.000"
"32","2023-08-14","43659133614.000"
"8","2023-08-14","90026637.610"
"16","2023-08-14","190280250137.930"
"4","2023-08-14","228965919269.090"
"2","2023-08-15","11706866.000"
"64","2023-08-15","659016389.860"
"1","2023-08-15","254472107666.000"
"32","2023-08-15","46272071767.000"
"8","2023-08-15","44563456.800"
"16","2023-08-15","191214117237.680"
"4","2023-08-15","214413381055.230"
"2","2023-08-16","20988850.000"
"64","2023-08-16","955679018.340"
"1","2023-08-16","258828112459.000"
"32","2023-08-16","44632967299.000"
"8","2023-08-16","41507492.080"
"16","2023-08-16","188713358173.790"
"4","2023-08-16","211870948937.330"
"2","2023-08-17","22439349.000"
"64","2023-08-17","1033994065.330"
"1","2023-08-17","273990944230.000"
"32","2023-08-17","46633893310.000"
"8","2023-08-17","63708146.330"
"16","2023-08-17","198301211406.780"
"4","2023-08-17","220674289178.570"
"2","2023-08-18","13917831.000"
"64","2023-08-18","1015291968.720"
"1","2023-08-18","266018815974.000"
"32","2023-08-18","54330557386.000"
"8","2023-08-18","56036766.140"
"16","2023-08-18","202415561874.810"
"4","2023-08-18","221758012172.300"
"2","2023-08-21","13583745.000"
"64","2023-08-21","839644720.850"
"1","2023-08-21","249304584051.000"
"32","2023-08-21","44318666456.000"
"8","2023-08-21","63874647.050"
"16","2023-08-21","181759441260.470"
"4","2023-08-21","202722811369.170"
"2","2023-08-22","14681674.000"
"64","2023-08-22","1084744315.040"
"1","2023-08-22","294731006923.000"
"32","2023-08-22","53800963822.000"
"8","2023-08-22","76611197.920"
"16","2023-08-22","221366459269.040"
"4","2023-08-22","248304783655.430"
"2","2023-08-23","12751122.000"
"64","2023-08-23","1196352130.610"
"1","2023-08-23","256108312565.000"
"32","2023-08-23","41786236083.000"
"8","2023-08-23","50194982.260"
"16","2023-08-23","193737916589.710"
"4","2023-08-23","214145592384.370"
"2","2023-08-24","16332366.000"
"64","2023-08-24","1170653535.920"
"1","2023-08-24","285175374211.000"
"32","2023-08-24","47154854216.000"
"8","2023-08-24","48666284.670"
"16","2023-08-24","219149881188.470"
"4","2023-08-24","234088802702.060"
"2","2023-08-25","17497900.000"
"64","2023-08-25","1298408936.110"
"1","2023-08-25","268064046062.000"
"32","2023-08-25","49567131959.000"
"8","2023-08-25","42407166.590"
"16","2023-08-25","219029519938.800"
"4","2023-08-25","229466357347.180"
"2","2023-08-28","25393418.000"
"64","2023-08-28","1453303821.970"
"32","2023-08-28","66689864622.000"
"1","2023-08-28","450361720780.000"
"8","2023-08-28","97922332.200"
"16","2023-08-28","283471082311.080"
"4","2023-08-28","325853704315.220"
"2","2023-08-29","19931392.000"
"64","2023-08-29","1267366032.560"
"32","2023-08-29","77816833570.000"
"1","2023-08-29","366019330580.000"
"8","2023-08-29","66535579.760"
"16","2023-08-29","284246312570.670"
"4","2023-08-29","308819171158.760"
"2","2023-08-30","16336465.000"
"64","2023-08-30","1157212951.150"
"32","2023-08-30","91282953027.000"
"1","2023-08-30","323329085161.000"
"8","2023-08-30","47098974.700"
"16","2023-08-30","273991472549.380"
"4","2023-08-30","295585292815.980"
"2","2023-08-31","76201778.000"
"64","2023-08-31","1003259649.180"
"32","2023-08-31","80642216164.000"
"1","2023-08-31","281317151372.000"
"8","2023-08-31","178000673.450"
"16","2023-08-31","216620144440.780"
"4","2023-08-31","249909535262.850"
"2","2023-09-01","33887216.000"
"64","2023-09-01","1926883546.090"
"32","2023-09-01","61217259033.000"
"1","2023-09-01","273278782417.000"
"8","2023-09-01","71121220.840"
"16","2023-09-01","187182290919.110"
"4","2023-09-01","223374912174.990"
"2","2023-09-04","21453057.000"
"64","2023-09-04","3512618681.100"
"32","2023-09-04","62949000943.000"
"1","2023-09-04","341397264869.000"
"8","2023-09-04","88600183.340"
"16","2023-09-04","200377646375.280"
"4","2023-09-04","279902503936.710"
"2","2023-09-05","14572590.000"
"64","2023-09-05","2129649689.540"
"32","2023-09-05","63083342767.000"
"1","2023-09-05","279572656952.000"
"8","2023-09-05","39855518.080"
"16","2023-09-05","218205935710.170"
"4","2023-09-05","242853377106.990"
"2","2023-09-06","12551702.000"
"64","2023-09-06","1524952469.850"
"32","2023-09-06","66686482970.000"
"1","2023-09-06","257224540565.000"
"8","2023-09-06","39141688.940"
"16","2023-09-06","228007491378.750"
"4","2023-09-06","219235420859.980"
"2","2023-09-07","13767920.000"
"64","2023-09-07","1544169459.870"
"32","2023-09-07","63522799298.000"
"1","2023-09-07","253565326892.000"
"8","2023-09-07","44613533.470"
"16","2023-09-07","228191030066.510"
"4","2023-09-07","221415835232.970"
"2","2023-09-08","12896428.000"
"64","2023-09-08","1216972768.460"
"32","2023-09-08","58216341512.000"
"1","2023-09-08","211697792545.000"
"8","2023-09-08","29421591.020"
"16","2023-09-08","217255126245.420"
"4","2023-09-08","194520460999.190"
"2","2023-09-11","13273896.000"
"64","2023-09-11","956594492.650"
"32","2023-09-11","69278651695.000"
"8","2023-09-11","43406852.010"
"16","2023-09-11","237480107796.830"
"1","2023-09-11","282509313122.000"
"4","2023-09-11","251755468162.080"
"2","2023-09-12","8440454.000"
"64","2023-09-12","942823723.280"
"32","2023-09-12","52651460645.000"
"8","2023-09-12","38239416.650"
"16","2023-09-12","205046867471.440"
"1","2023-09-12","229185143240.000"
"4","2023-09-12","221328632831.490"
"2","2023-09-13","9582943.000"
"64","2023-09-13","997643579.080"
"32","2023-09-13","50077710476.000"
"8","2023-09-13","40322862.800"
"16","2023-09-13","200110855471.710"
"1","2023-09-13","231868705801.000"
"4","2023-09-13","216024877582.050"
"2","2023-09-14","11066773.000"
"64","2023-09-14","888100210.590"
"32","2023-09-14","43523773358.000"
"8","2023-09-14","32676202.380"
"16","2023-09-14","182614025229.110"
"1","2023-09-14","238038235408.000"
"4","2023-09-14","201579633184.510"
"2","2023-09-15","18135766.000"
"64","2023-09-15","901343675.060"
"32","2023-09-15","53692598058.000"
"8","2023-09-15","64495555.960"
"16","2023-09-15","185265092175.630"
"1","2023-09-15","272268008262.000"
"4","2023-09-15","210318177752.420"
"2","2023-09-18","11997063.000"
"64","2023-09-18","915703320.390"
"32","2023-09-18","48388335384.000"
"8","2023-09-18","50434561.240"
"16","2023-09-18","180955526490.070"
"1","2023-09-18","251170267927.000"
"4","2023-09-18","217898927825.140"
"2","2023-09-19","21051824.000"
"64","2023-09-19","976683388.260"
"32","2023-09-19","41605737979.000"
"8","2023-09-19","45677175.660"
"16","2023-09-19","159619078221.130"
"1","2023-09-19","232305803754.000"
"4","2023-09-19","201241322203.030"
"2","2023-09-20","7785663.000"
"64","2023-09-20","839884004.650"
"32","2023-09-20","36777826734.000"
"8","2023-09-20","32284162.920"
"16","2023-09-20","146855175047.940"
"1","2023-09-20","206186281763.000"
"4","2023-09-20","183357766381.430"
"2","2023-09-21","9097837.000"
"64","2023-09-21","791441624.940"
"32","2023-09-21","34167406689.000"
"8","2023-09-21","36668254.620"
"16","2023-09-21","148746720220.800"
"1","2023-09-21","209303561115.000"
"4","2023-09-21","186709798736.320"
"2","2023-09-22","12084296.000"
"64","2023-09-22","1147652557.750"
"32","2023-09-22","51202088302.000"
"8","2023-09-22","50748333.890"
"16","2023-09-22","206584120250.780"
"1","2023-09-22","270154942314.000"
"4","2023-09-22","237383931536.330"
"2","2023-09-25","7136194.000"
"64","2023-09-25","854602570.900"
"32","2023-09-25","48847701849.000"
"8","2023-09-25","34256255.680"
"16","2023-09-25","199360546120.360"
"1","2023-09-25","245736940583.000"
"4","2023-09-25","223883892157.320"
"2","2023-09-26","6467715.000"
"64","2023-09-26","889945298.670"
"32","2023-09-26","48004383433.000"
"8","2023-09-26","25038211.310"
"16","2023-09-26","192374734895.910"
"1","2023-09-26","221955355313.000"
"4","2023-09-26","203216868659.990"
"2","2023-09-27","7221284.000"
"64","2023-09-27","804548943.900"
"32","2023-09-27","52175529859.000"
"8","2023-09-27","30215943.810"
"16","2023-09-27","201252543577.990"
"1","2023-09-27","241193695000.000"
"4","2023-09-27","221832614960.640"
"2","2023-09-28","12393710.000"
"64","2023-09-28","939913988.460"
"32","2023-09-28","50815144562.000"
"8","2023-09-28","45717454.190"
"16","2023-09-28","200978705556.180"
"1","2023-09-28","237492179350.000"
"4","2023-09-28","227772988376.930"
"2","2023-10-09","13491534.000"
"64","2023-10-09","839153395.660"
"32","2023-10-09","48920931817.000"
"8","2023-10-09","58448407.800"
"1","2023-10-09","253644363791.000"
"16","2023-10-09","221438266830.420"
"4","2023-10-09","245834073928.090"
"2","2023-10-10","7855209.000"
"64","2023-10-10","741674849.410"
"32","2023-10-10","48711873863.000"
"8","2023-10-10","44344473.550"
"1","2023-10-10","244885019024.000"
"16","2023-10-10","226066308860.320"
"4","2023-10-10","254908827625.120"
"2","2023-10-11","10244336.000"
"64","2023-10-11","661437053.250"
"32","2023-10-11","60569823848.000"
"8","2023-10-11","52224276.010"
"1","2023-10-11","265919010039.000"
"16","2023-10-11","247077894467.930"
"4","2023-10-11","265046859747.160"
"2","2023-10-12","7486765.000"
"64","2023-10-12","639197858.770"
"32","2023-10-12","56574939913.000"
"8","2023-10-12","66231802.070"
"1","2023-10-12","269237200980.000"
"16","2023-10-12","226933396840.510"
"4","2023-10-12","278436803836.250"
"2","2023-10-13","7052992.000"
"64","2023-10-13","811748592.690"
"32","2023-10-13","53521875850.000"
"8","2023-10-13","48372034.790"
"1","2023-10-13","255965570403.000"
"16","2023-10-13","236023608147.080"
"4","2023-10-13","262832709936.510"
"2","2023-10-16","12937035.000"
"64","2023-10-16","881662771.730"
"32","2023-10-16","55207431181.000"
"8","2023-10-16","44115521.430"
"1","2023-10-16","259093916280.000"
"16","2023-10-16","223196177548.230"
"4","2023-10-16","275307285880.940"
"2","2023-10-17","7817196.000"
"64","2023-10-17","689650933.170"
"32","2023-10-17","47364525190.000"
"8","2023-10-17","31227760.130"
"1","2023-10-17","252605595338.000"
"16","2023-10-17","201646435194.840"
"4","2023-10-17","233660204834.010"
"2","2023-10-18","10766914.000"
"64","2023-10-18","579876201.280"
"32","2023-10-18","49971189342.000"
"8","2023-10-18","32985983.610"
"1","2023-10-18","260257566910.000"
"16","2023-10-18","199483780721.310"
"4","2023-10-18","256829783913.450"
"2","2023-10-19","10698307.000"
"64","2023-10-19","775365626.260"
"32","2023-10-19","58463263225.000"
"8","2023-10-19","93852592.160"
"1","2023-10-19","296529126653.000"
"16","2023-10-19","203613714917.530"
"4","2023-10-19","253915313911.270"
"2","2023-10-20","8508604.000"
"64","2023-10-20","590587084.700"
"32","2023-10-20","54246922284.000"
"8","2023-10-20","78056092.720"
"1","2023-10-20","253080400538.000"
"16","2023-10-20","189423730966.520"
